"DZ_CODE","UR2FOLD","UR6FOLD","UR8FOLD"
"S01000343",2,6,7
"S01000344",2,6,7
"S01000364",2,6,7
"S01000368",2,6,7
"S01000371",2,6,7
"S01000374",2,6,7
"S01000384",2,6,7
"S01000401",2,6,7
"S01000413",2,6,7
"S01000414",2,6,7
"S01000418",2,6,7
"S01000439",2,6,7
"S01000441",2,6,7
"S01000444",2,6,7
"S01000453",2,6,7
"S01000456",2,6,7
"S01000458",2,6,7
"S01000464",2,6,7
"S01000465",2,6,7
"S01000466",2,6,7
"S01000468",2,6,7
"S01000474",2,6,7
"S01000502",2,6,7
"S01000506",2,6,7
"S01000508",2,6,7
"S01000513",2,6,7
"S01000514",2,6,7
"S01000517",2,6,7
"S01000520",2,6,7
"S01000525",2,6,7
"S01000526",2,6,7
"S01000528",2,6,7
"S01000529",2,6,7
"S01000536",2,6,7
"S01000548",2,6,7
"S01000551",2,6,7
"S01000555",2,6,7
"S01000760",2,6,7
"S01000761",2,6,7
"S01000780",2,6,7
"S01000783",2,6,7
"S01000792",2,6,7
"S01000804",2,6,7
"S01000899",2,6,7
"S01000900",2,6,7
"S01000903",2,6,7
"S01000904",2,6,7
"S01000905",2,6,7
"S01000909",2,6,7
"S01000912",2,6,7
"S01000913",2,6,7
"S01000914",2,6,7
"S01000917",2,6,7
"S01000918",2,6,7
"S01000919",2,6,7
"S01000920",2,6,7
"S01000922",2,6,7
"S01000928",2,6,7
"S01000942",2,6,7
"S01000950",2,6,7
"S01000954",2,6,7
"S01000957",2,6,7
"S01000984",2,6,7
"S01001044",2,6,7
"S01001050",2,6,7
"S01001061",2,6,7
"S01001064",2,6,7
"S01001065",2,6,7
"S01001067",2,6,7
"S01001068",2,6,7
"S01001070",2,6,7
"S01001074",2,6,7
"S01001076",2,6,7
"S01001078",2,6,7
"S01001079",2,6,7
"S01001080",2,6,7
"S01001081",2,6,7
"S01001082",2,6,7
"S01001083",2,6,7
"S01001084",2,6,7
"S01001085",2,6,7
"S01001086",2,6,7
"S01001087",2,6,7
"S01001088",2,6,7
"S01001089",2,6,7
"S01001269",2,6,7
"S01001270",2,6,7
"S01001271",2,6,7
"S01001272",2,6,7
"S01001273",2,6,7
"S01001276",2,6,7
"S01001279",2,6,7
"S01001280",2,6,7
"S01001281",2,6,7
"S01001282",2,6,7
"S01001301",2,6,7
"S01001306",2,6,7
"S01001316",2,6,7
"S01001319",2,6,7
"S01001573",2,6,7
"S01001601",2,6,7
"S01001641",2,6,7
"S01001657",2,6,7
"S01001658",2,6,7
"S01003751",2,6,7
"S01003754",2,6,7
"S01003755",2,6,7
"S01003756",2,6,7
"S01003758",2,6,7
"S01003759",2,6,7
"S01003760",2,6,7
"S01003764",2,6,7
"S01003766",2,6,7
"S01003767",2,6,7
"S01003769",2,6,7
"S01003770",2,6,7
"S01003771",2,6,7
"S01003772",2,6,7
"S01003775",2,6,7
"S01003776",2,6,7
"S01003782",2,6,7
"S01003843",2,6,7
"S01003873",2,6,7
"S01003883",2,6,7
"S01003888",2,6,7
"S01003893",2,6,7
"S01003897",2,6,7
"S01003901",2,6,7
"S01003902",2,6,7
"S01003903",2,6,7
"S01003913",2,6,7
"S01003915",2,6,7
"S01003916",2,6,7
"S01003917",2,6,7
"S01003918",2,6,7
"S01003927",2,6,7
"S01003934",2,6,7
"S01003935",2,6,7
"S01003936",2,6,7
"S01003938",2,6,7
"S01004234",2,6,7
"S01004235",2,6,7
"S01004236",2,6,7
"S01004237",2,6,7
"S01004238",2,6,7
"S01004240",2,6,7
"S01004242",2,6,7
"S01004246",2,6,7
"S01004252",2,6,7
"S01004274",2,6,7
"S01004281",2,6,7
"S01004290",2,6,7
"S01004326",2,6,7
"S01004329",2,6,7
"S01004331",2,6,7
"S01004332",2,6,7
"S01004333",2,6,7
"S01004335",2,6,7
"S01004503",2,6,7
"S01004508",2,6,7
"S01000301",2,6,8
"S01000303",2,6,8
"S01000312",2,6,8
"S01000316",2,6,8
"S01000360",2,6,8
"S01000711",2,6,8
"S01000714",2,6,8
"S01000720",2,6,8
"S01000721",2,6,8
"S01000722",2,6,8
"S01000723",2,6,8
"S01000724",2,6,8
"S01000725",2,6,8
"S01000726",2,6,8
"S01000728",2,6,8
"S01000736",2,6,8
"S01000737",2,6,8
"S01000738",2,6,8
"S01000739",2,6,8
"S01000740",2,6,8
"S01000741",2,6,8
"S01000742",2,6,8
"S01000755",2,6,8
"S01000763",2,6,8
"S01000785",2,6,8
"S01000787",2,6,8
"S01000789",2,6,8
"S01000791",2,6,8
"S01000793",2,6,8
"S01000794",2,6,8
"S01000795",2,6,8
"S01000800",2,6,8
"S01000801",2,6,8
"S01000802",2,6,8
"S01000803",2,6,8
"S01000805",2,6,8
"S01000806",2,6,8
"S01000807",2,6,8
"S01000808",2,6,8
"S01000809",2,6,8
"S01000810",2,6,8
"S01000819",2,6,8
"S01000820",2,6,8
"S01000824",2,6,8
"S01000825",2,6,8
"S01000826",2,6,8
"S01000827",2,6,8
"S01000828",2,6,8
"S01000829",2,6,8
"S01000830",2,6,8
"S01000831",2,6,8
"S01000832",2,6,8
"S01000898",2,6,8
"S01002339",2,6,8
"S01002340",2,6,8
"S01002341",2,6,8
"S01002342",2,6,8
"S01002343",2,6,8
"S01002344",2,6,8
"S01002345",2,6,8
"S01002346",2,6,8
"S01002347",2,6,8
"S01002348",2,6,8
"S01002349",2,6,8
"S01002350",2,6,8
"S01002351",2,6,8
"S01002352",2,6,8
"S01002353",2,6,8
"S01002354",2,6,8
"S01002358",2,6,8
"S01002362",2,6,8
"S01002365",2,6,8
"S01002367",2,6,8
"S01002368",2,6,8
"S01002369",2,6,8
"S01002370",2,6,8
"S01002371",2,6,8
"S01002372",2,6,8
"S01002373",2,6,8
"S01002374",2,6,8
"S01003719",2,6,8
"S01003720",2,6,8
"S01003721",2,6,8
"S01003722",2,6,8
"S01003723",2,6,8
"S01003728",2,6,8
"S01003739",2,6,8
"S01003740",2,6,8
"S01003741",2,6,8
"S01003742",2,6,8
"S01003743",2,6,8
"S01003744",2,6,8
"S01003745",2,6,8
"S01003746",2,6,8
"S01003747",2,6,8
"S01003748",2,6,8
"S01003749",2,6,8
"S01003750",2,6,8
"S01003752",2,6,8
"S01003753",2,6,8
"S01003757",2,6,8
"S01003761",2,6,8
"S01003763",2,6,8
"S01003765",2,6,8
"S01003768",2,6,8
"S01003773",2,6,8
"S01003774",2,6,8
"S01003779",2,6,8
"S01003800",2,6,8
"S01003808",2,6,8
"S01003826",2,6,8
"S01003841",2,6,8
"S01003846",2,6,8
"S01003866",2,6,8
"S01003869",2,6,8
"S01003871",2,6,8
"S01003911",2,6,8
"S01003914",2,6,8
"S01003933",2,6,8
"S01003937",2,6,8
"S01003939",2,6,8
"S01003941",2,6,8
"S01003946",2,6,8
"S01003947",2,6,8
"S01003948",2,6,8
"S01003949",2,6,8
"S01003950",2,6,8
"S01003951",2,6,8
"S01003952",2,6,8
"S01003953",2,6,8
"S01003954",2,6,8
"S01003955",2,6,8
"S01003956",2,6,8
"S01003957",2,6,8
"S01003958",2,6,8
"S01003959",2,6,8
"S01003960",2,6,8
"S01003961",2,6,8
"S01003962",2,6,8
"S01003963",2,6,8
"S01003964",2,6,8
"S01003965",2,6,8
"S01003966",2,6,8
"S01003967",2,6,8
"S01003968",2,6,8
"S01003969",2,6,8
"S01003970",2,6,8
"S01003971",2,6,8
"S01003972",2,6,8
"S01003973",2,6,8
"S01003974",2,6,8
"S01003975",2,6,8
"S01003980",2,6,8
"S01003988",2,6,8
"S01003989",2,6,8
"S01003990",2,6,8
"S01003991",2,6,8
"S01003992",2,6,8
"S01003993",2,6,8
"S01003994",2,6,8
"S01003995",2,6,8
"S01003996",2,6,8
"S01004001",2,6,8
"S01004008",2,6,8
"S01004010",2,6,8
"S01004233",2,6,8
"S01004349",2,6,8
"S01004350",2,6,8
"S01004351",2,6,8
"S01004352",2,6,8
"S01004353",2,6,8
"S01004372",2,6,8
"S01004409",2,6,8
"S01004946",2,6,8
"S01004947",2,6,8
"S01004948",2,6,8
"S01004949",2,6,8
"S01004950",2,6,8
"S01004951",2,6,8
"S01004956",2,6,8
"S01004957",2,6,8
"S01004963",2,6,8
"S01004964",2,6,8
"S01004965",2,6,8
"S01004966",2,6,8
"S01004967",2,6,8
"S01004968",2,6,8
"S01004969",2,6,8
"S01004970",2,6,8
"S01004971",2,6,8
"S01004972",2,6,8
"S01005099",1,1,1
"S01005101",1,1,1
"S01005153",1,1,1
"S01005155",1,1,1
"S01005156",1,1,1
"S01005157",1,1,1
"S01005158",1,1,1
"S01005159",1,1,1
"S01005160",1,1,1
"S01005161",1,1,1
"S01005162",1,1,1
"S01005163",1,1,1
"S01005164",1,1,1
"S01005165",1,1,1
"S01005166",1,1,1
"S01005167",1,1,1
"S01005168",1,1,1
"S01005169",1,1,1
"S01005170",1,1,1
"S01005171",1,1,1
"S01005172",1,1,1
"S01005173",1,1,1
"S01005174",1,1,1
"S01005175",1,1,1
"S01005176",1,1,1
"S01005177",1,1,1
"S01005178",1,1,1
"S01005179",1,1,1
"S01005180",1,1,1
"S01005181",1,1,1
"S01005182",1,1,1
"S01005183",1,1,1
"S01005184",1,1,1
"S01005185",1,1,1
"S01005186",1,1,1
"S01005187",1,1,1
"S01005188",1,1,1
"S01005189",1,1,1
"S01005190",1,1,1
"S01005191",1,1,1
"S01005192",1,1,1
"S01005193",1,1,1
"S01005194",1,1,1
"S01005195",1,1,1
"S01005196",1,1,1
"S01005197",1,1,1
"S01005198",1,1,1
"S01005199",1,1,1
"S01005200",1,1,1
"S01005201",1,1,1
"S01005202",1,1,1
"S01005203",1,1,1
"S01005204",1,1,1
"S01005205",1,1,1
"S01005206",1,1,1
"S01005207",1,1,1
"S01005208",1,1,1
"S01005209",1,1,1
"S01005210",1,1,1
"S01005211",1,1,1
"S01005212",1,1,1
"S01005213",1,1,1
"S01005214",1,1,1
"S01005215",1,1,1
"S01005216",1,1,1
"S01005217",1,1,1
"S01005218",1,1,1
"S01005219",1,1,1
"S01005220",1,1,1
"S01005221",1,1,1
"S01005222",1,1,1
"S01005223",1,1,1
"S01005224",1,1,1
"S01005225",1,1,1
"S01005226",1,1,1
"S01005227",1,1,1
"S01005229",1,1,1
"S01005230",1,1,1
"S01005231",1,1,1
"S01005232",1,1,1
"S01005233",1,1,1
"S01005234",1,1,1
"S01005235",1,1,1
"S01005236",1,1,1
"S01005237",1,1,1
"S01005238",1,1,1
"S01005239",1,1,1
"S01005240",1,1,1
"S01005241",1,1,1
"S01005242",1,1,1
"S01005243",1,1,1
"S01005244",1,1,1
"S01005245",1,1,1
"S01005246",1,1,1
"S01005247",1,1,1
"S01005248",1,1,1
"S01005249",1,1,1
"S01005250",1,1,1
"S01005251",1,1,1
"S01005252",1,1,1
"S01005253",1,1,1
"S01005254",1,1,1
"S01005255",1,1,1
"S01005256",1,1,1
"S01005257",1,1,1
"S01005258",1,1,1
"S01005259",1,1,1
"S01005260",1,1,1
"S01005261",1,1,1
"S01005262",1,1,1
"S01005263",1,1,1
"S01005264",1,1,1
"S01005265",1,1,1
"S01005266",1,1,1
"S01005267",1,1,1
"S01005268",1,1,1
"S01005269",1,1,1
"S01005270",1,1,1
"S01005271",1,1,1
"S01005272",1,1,1
"S01005273",1,1,1
"S01005274",1,1,1
"S01005275",1,1,1
"S01005276",1,1,1
"S01005277",1,1,1
"S01005278",1,1,1
"S01005280",1,1,1
"S01005281",1,1,1
"S01005282",1,1,1
"S01005284",1,1,1
"S01005285",1,1,1
"S01005287",1,1,1
"S01005288",1,1,1
"S01005289",1,1,1
"S01005292",1,1,1
"S01005293",1,1,1
"S01005297",1,1,1
"S01005299",1,1,1
"S01005302",1,1,1
"S01005304",1,1,1
"S01005305",1,1,1
"S01005306",1,1,1
"S01005308",1,1,1
"S01005309",1,1,1
"S01005310",1,1,1
"S01005311",1,1,1
"S01005312",1,1,1
"S01005313",1,1,1
"S01005315",1,1,1
"S01005316",1,1,1
"S01005317",1,1,1
"S01005318",1,1,1
"S01005319",1,1,1
"S01005321",1,1,1
"S01005322",1,1,1
"S01005323",1,1,1
"S01005324",1,1,1
"S01005325",1,1,1
"S01005326",1,1,1
"S01005327",1,1,1
"S01005328",1,1,1
"S01005330",1,1,1
"S01005331",1,1,1
"S01005976",1,1,1
"S01005978",1,1,1
"S01005981",1,1,1
"S01005982",1,1,1
"S01005984",1,1,1
"S01005985",1,1,1
"S01005986",1,1,1
"S01005987",1,1,1
"S01005988",1,1,1
"S01005989",1,1,1
"S01005990",1,1,1
"S01005991",1,1,1
"S01005992",1,1,1
"S01005993",1,1,1
"S01005994",1,1,1
"S01005995",1,1,1
"S01005996",1,1,1
"S01005997",1,1,1
"S01005998",1,1,1
"S01005999",1,1,1
"S01006000",1,1,1
"S01006001",1,1,1
"S01006002",1,1,1
"S01006003",1,1,1
"S01006004",1,1,1
"S01006005",1,1,1
"S01006006",1,1,1
"S01006007",1,1,1
"S01006008",1,1,1
"S01006009",1,1,1
"S01006010",1,1,1
"S01006011",1,1,1
"S01006012",1,1,1
"S01006013",1,1,1
"S01006014",1,1,1
"S01006015",1,1,1
"S01006016",1,1,1
"S01006018",1,1,1
"S01006019",1,1,1
"S01006020",1,1,1
"S01006021",1,1,1
"S01006022",1,1,1
"S01006023",1,1,1
"S01006024",1,1,1
"S01006025",1,1,1
"S01006026",1,1,1
"S01006027",1,1,1
"S01006028",1,1,1
"S01006029",1,1,1
"S01006030",1,1,1
"S01006031",1,1,1
"S01006032",1,1,1
"S01006033",1,1,1
"S01006034",1,1,1
"S01006035",1,1,1
"S01006036",1,1,1
"S01006037",1,1,1
"S01006038",1,1,1
"S01006039",1,1,1
"S01006040",1,1,1
"S01006041",1,1,1
"S01006042",1,1,1
"S01006043",1,1,1
"S01006044",1,1,1
"S01006045",1,1,1
"S01006046",1,1,1
"S01006047",1,1,1
"S01006048",1,1,1
"S01006049",1,1,1
"S01006050",1,1,1
"S01006051",1,1,1
"S01006052",1,1,1
"S01006053",1,1,1
"S01006054",1,1,1
"S01006055",1,1,1
"S01006056",1,1,1
"S01006057",1,1,1
"S01006058",1,1,1
"S01006059",1,1,1
"S01006060",1,1,1
"S01006061",1,1,1
"S01006062",1,1,1
"S01006063",1,1,1
"S01006064",1,1,1
"S01006065",1,1,1
"S01006066",1,1,1
"S01006177",1,1,1
"S01006178",1,1,1
"S01006179",1,1,1
"S01006180",1,1,1
"S01006181",1,1,1
"S01006182",1,1,1
"S01006183",1,1,1
"S01006184",1,1,1
"S01006185",1,1,1
"S01006186",1,1,1
"S01006187",1,1,1
"S01006188",1,1,1
"S01006189",1,1,1
"S01006190",1,1,1
"S01006191",1,1,1
"S01006192",1,1,1
"S01006193",1,1,1
"S01006194",1,1,1
"S01006195",1,1,1
"S01006196",1,1,1
"S01006197",1,1,1
"S01006198",1,1,1
"S01006199",1,1,1
"S01006200",1,1,1
"S01006201",1,1,1
"S01006202",1,1,1
"S01006203",1,1,1
"S01006204",1,1,1
"S01006205",1,1,1
"S01006206",1,1,1
"S01006207",1,1,1
"S01006208",1,1,1
"S01006209",1,1,1
"S01006210",1,1,1
"S01006211",1,1,1
"S01006212",1,1,1
"S01006213",1,1,1
"S01006214",1,1,1
"S01006215",1,1,1
"S01006216",1,1,1
"S01006217",1,1,1
"S01006218",1,1,1
"S01006219",1,1,1
"S01006220",1,1,1
"S01006221",1,1,1
"S01006222",1,1,1
"S01006223",1,1,1
"S01006224",1,1,1
"S01006225",1,1,1
"S01006226",1,1,1
"S01006227",1,1,1
"S01006228",1,1,1
"S01006229",1,1,1
"S01006230",1,1,1
"S01006231",1,1,1
"S01006233",1,1,1
"S01006243",1,1,1
"S01006247",1,1,1
"S01005014",1,2,2
"S01005018",1,2,2
"S01005019",1,2,2
"S01005022",1,2,2
"S01005024",1,2,2
"S01005026",1,2,2
"S01005028",1,2,2
"S01005029",1,2,2
"S01005030",1,2,2
"S01005031",1,2,2
"S01005032",1,2,2
"S01005033",1,2,2
"S01005034",1,2,2
"S01005036",1,2,2
"S01005037",1,2,2
"S01005038",1,2,2
"S01005039",1,2,2
"S01005040",1,2,2
"S01005041",1,2,2
"S01005042",1,2,2
"S01005043",1,2,2
"S01005044",1,2,2
"S01005045",1,2,2
"S01005046",1,2,2
"S01005047",1,2,2
"S01005048",1,2,2
"S01005049",1,2,2
"S01005050",1,2,2
"S01005051",1,2,2
"S01005053",1,2,2
"S01005054",1,2,2
"S01005055",1,2,2
"S01005056",1,2,2
"S01005057",1,2,2
"S01005058",1,2,2
"S01005059",1,2,2
"S01005060",1,2,2
"S01005061",1,2,2
"S01005062",1,2,2
"S01005063",1,2,2
"S01005065",1,2,2
"S01005066",1,2,2
"S01005068",1,2,2
"S01005069",1,2,2
"S01005070",1,2,2
"S01005071",1,2,2
"S01005072",1,2,2
"S01005075",1,2,2
"S01005076",1,2,2
"S01005077",1,2,2
"S01005078",1,2,2
"S01005079",1,2,2
"S01005080",1,2,2
"S01005081",1,2,2
"S01005084",1,2,2
"S01005086",1,2,2
"S01005093",1,2,2
"S01005332",1,2,2
"S01005333",1,2,2
"S01005334",1,2,2
"S01005335",1,2,2
"S01005336",1,2,2
"S01005337",1,2,2
"S01005338",1,2,2
"S01005339",1,2,2
"S01005340",1,2,2
"S01005341",1,2,2
"S01005342",1,2,2
"S01005343",1,2,2
"S01005344",1,2,2
"S01005345",1,2,2
"S01005346",1,2,2
"S01005347",1,2,2
"S01005348",1,2,2
"S01005349",1,2,2
"S01005352",1,2,2
"S01005353",1,2,2
"S01005355",1,2,2
"S01005357",1,2,2
"S01005366",1,2,2
"S01005367",1,2,2
"S01005368",1,2,2
"S01005369",1,2,2
"S01005370",1,2,2
"S01005371",1,2,2
"S01005372",1,2,2
"S01005373",1,2,2
"S01005374",1,2,2
"S01005375",1,2,2
"S01005376",1,2,2
"S01005377",1,2,2
"S01005378",1,2,2
"S01005379",1,2,2
"S01005380",1,2,2
"S01005381",1,2,2
"S01005382",1,2,2
"S01005417",1,2,2
"S01005421",1,2,2
"S01005422",1,2,2
"S01005424",1,2,2
"S01005425",1,2,2
"S01005426",1,2,2
"S01005427",1,2,2
"S01005428",1,2,2
"S01005429",1,2,2
"S01005430",1,2,2
"S01005431",1,2,2
"S01005432",1,2,2
"S01005433",1,2,2
"S01005434",1,2,2
"S01005436",1,2,2
"S01005437",1,2,2
"S01005441",1,2,2
"S01005548",1,2,2
"S01005550",1,2,2
"S01005551",1,2,2
"S01005552",1,2,2
"S01005553",1,2,2
"S01005554",1,2,2
"S01005555",1,2,2
"S01005556",1,2,2
"S01005557",1,2,2
"S01005558",1,2,2
"S01005559",1,2,2
"S01005560",1,2,2
"S01005562",1,2,2
"S01005563",1,2,2
"S01005564",1,2,2
"S01005565",1,2,2
"S01005567",1,2,2
"S01005568",1,2,2
"S01005569",1,2,2
"S01005570",1,2,2
"S01005571",1,2,2
"S01005572",1,2,2
"S01005573",1,2,2
"S01005574",1,2,2
"S01005575",1,2,2
"S01005576",1,2,2
"S01005577",1,2,2
"S01005578",1,2,2
"S01005580",1,2,2
"S01005581",1,2,2
"S01005582",1,2,2
"S01005583",1,2,2
"S01005584",1,2,2
"S01005585",1,2,2
"S01005586",1,2,2
"S01005587",1,2,2
"S01005588",1,2,2
"S01005589",1,2,2
"S01005590",1,2,2
"S01005591",1,2,2
"S01005592",1,2,2
"S01005593",1,2,2
"S01005594",1,2,2
"S01005595",1,2,2
"S01005596",1,2,2
"S01005597",1,2,2
"S01005598",1,2,2
"S01005599",1,2,2
"S01005600",1,2,2
"S01005602",1,2,2
"S01005603",1,2,2
"S01005604",1,2,2
"S01005605",1,2,2
"S01005606",1,2,2
"S01005607",1,2,2
"S01005608",1,2,2
"S01005609",1,2,2
"S01005610",1,2,2
"S01005611",1,2,2
"S01005612",1,2,2
"S01005613",1,2,2
"S01005615",1,2,2
"S01005616",1,2,2
"S01005618",1,2,2
"S01005619",1,2,2
"S01005620",1,2,2
"S01005621",1,2,2
"S01005622",1,2,2
"S01005623",1,2,2
"S01005624",1,2,2
"S01005625",1,2,2
"S01005626",1,2,2
"S01005627",1,2,2
"S01005629",1,2,2
"S01005630",1,2,2
"S01005632",1,2,2
"S01005633",1,2,2
"S01005634",1,2,2
"S01005635",1,2,2
"S01005636",1,2,2
"S01005638",1,2,2
"S01005642",1,2,2
"S01005643",1,2,2
"S01005644",1,2,2
"S01005645",1,2,2
"S01005646",1,2,2
"S01005647",1,2,2
"S01005649",1,2,2
"S01005650",1,2,2
"S01005651",1,2,2
"S01005653",1,2,2
"S01005654",1,2,2
"S01005656",1,2,2
"S01005657",1,2,2
"S01005658",1,2,2
"S01005659",1,2,2
"S01005660",1,2,2
"S01005661",1,2,2
"S01005662",1,2,2
"S01005663",1,2,2
"S01005664",1,2,2
"S01005665",1,2,2
"S01005743",1,2,2
"S01005744",1,2,2
"S01005745",1,2,2
"S01005747",1,2,2
"S01005748",1,2,2
"S01005750",1,2,2
"S01005751",1,2,2
"S01005752",1,2,2
"S01005753",1,2,2
"S01005754",1,2,2
"S01005755",1,2,2
"S01005756",1,2,2
"S01005757",1,2,2
"S01005758",1,2,2
"S01005759",1,2,2
"S01005760",1,2,2
"S01005761",1,2,2
"S01005762",1,2,2
"S01005764",1,2,2
"S01005765",1,2,2
"S01005766",1,2,2
"S01005767",1,2,2
"S01005768",1,2,2
"S01005769",1,2,2
"S01005770",1,2,2
"S01005771",1,2,2
"S01005772",1,2,2
"S01005773",1,2,2
"S01005774",1,2,2
"S01005775",1,2,2
"S01005776",1,2,2
"S01005777",1,2,2
"S01005778",1,2,2
"S01005779",1,2,2
"S01005780",1,2,2
"S01005781",1,2,2
"S01005782",1,2,2
"S01005783",1,2,2
"S01005784",1,2,2
"S01005786",1,2,2
"S01005787",1,2,2
"S01005788",1,2,2
"S01005789",1,2,2
"S01005790",1,2,2
"S01005792",1,2,2
"S01005793",1,2,2
"S01005794",1,2,2
"S01005795",1,2,2
"S01005797",1,2,2
"S01005798",1,2,2
"S01005799",1,2,2
"S01005801",1,2,2
"S01005803",1,2,2
"S01005804",1,2,2
"S01005805",1,2,2
"S01005807",1,2,2
"S01005808",1,2,2
"S01005809",1,2,2
"S01005810",1,2,2
"S01005811",1,2,2
"S01005812",1,2,2
"S01005813",1,2,2
"S01005814",1,2,2
"S01005815",1,2,2
"S01005816",1,2,2
"S01005817",1,2,2
"S01005818",1,2,2
"S01005819",1,2,2
"S01005820",1,2,2
"S01005821",1,2,2
"S01005822",1,2,2
"S01005823",1,2,2
"S01005824",1,2,2
"S01005825",1,2,2
"S01005826",1,2,2
"S01005827",1,2,2
"S01005828",1,2,2
"S01005829",1,2,2
"S01005830",1,2,2
"S01005831",1,2,2
"S01005832",1,2,2
"S01005833",1,2,2
"S01005834",1,2,2
"S01005835",1,2,2
"S01005836",1,2,2
"S01005837",1,2,2
"S01005839",1,2,2
"S01005840",1,2,2
"S01005841",1,2,2
"S01005842",1,2,2
"S01005844",1,2,2
"S01005845",1,2,2
"S01005846",1,2,2
"S01005847",1,2,2
"S01005848",1,2,2
"S01005849",1,2,2
"S01005851",1,2,2
"S01005852",1,2,2
"S01005853",1,2,2
"S01005854",1,2,2
"S01005855",1,2,2
"S01005856",1,2,2
"S01005857",1,2,2
"S01005858",1,2,2
"S01005859",1,2,2
"S01005860",1,2,2
"S01005861",1,2,2
"S01005862",1,2,2
"S01005863",1,2,2
"S01005864",1,2,2
"S01005866",1,2,2
"S01005867",1,2,2
"S01005868",1,2,2
"S01005869",1,2,2
"S01005870",1,2,2
"S01005871",1,2,2
"S01005872",1,2,2
"S01005873",1,2,2
"S01005874",1,2,2
"S01005875",1,2,2
"S01005876",1,2,2
"S01005877",1,2,2
"S01005878",1,2,2
"S01005879",1,2,2
"S01005880",1,2,2
"S01005881",1,2,2
"S01005883",1,2,2
"S01005884",1,2,2
"S01005885",1,2,2
"S01005886",1,2,2
"S01005887",1,2,2
"S01005888",1,2,2
"S01005889",1,2,2
"S01005890",1,2,2
"S01005891",1,2,2
"S01005892",1,2,2
"S01005893",1,2,2
"S01005894",1,2,2
"S01005895",1,2,2
"S01005896",1,2,2
"S01005897",1,2,2
"S01005898",1,2,2
"S01005899",1,2,2
"S01005900",1,2,2
"S01005901",1,2,2
"S01005902",1,2,2
"S01005903",1,2,2
"S01005904",1,2,2
"S01005905",1,2,2
"S01005906",1,2,2
"S01005907",1,2,2
"S01005908",1,2,2
"S01005909",1,2,2
"S01005910",1,2,2
"S01005911",1,2,2
"S01005912",1,2,2
"S01005913",1,2,2
"S01005914",1,2,2
"S01005915",1,2,2
"S01005916",1,2,2
"S01005917",1,2,2
"S01005918",1,2,2
"S01005919",1,2,2
"S01005920",1,2,2
"S01005921",1,2,2
"S01005922",1,2,2
"S01005923",1,2,2
"S01005924",1,2,2
"S01005925",1,2,2
"S01005926",1,2,2
"S01005927",1,2,2
"S01005928",1,2,2
"S01005929",1,2,2
"S01005930",1,2,2
"S01005931",1,2,2
"S01005932",1,2,2
"S01005933",1,2,2
"S01005934",1,2,2
"S01005935",1,2,2
"S01005936",1,2,2
"S01005937",1,2,2
"S01005938",1,2,2
"S01005939",1,2,2
"S01005940",1,2,2
"S01005941",1,2,2
"S01005942",1,2,2
"S01005943",1,2,2
"S01005944",1,2,2
"S01005945",1,2,2
"S01005946",1,2,2
"S01005947",1,2,2
"S01005948",1,2,2
"S01005949",1,2,2
"S01005950",1,2,2
"S01005951",1,2,2
"S01005952",1,2,2
"S01005953",1,2,2
"S01005954",1,2,2
"S01005955",1,2,2
"S01005956",1,2,2
"S01005957",1,2,2
"S01005958",1,2,2
"S01005959",1,2,2
"S01005960",1,2,2
"S01005961",1,2,2
"S01005962",1,2,2
"S01005963",1,2,2
"S01005964",1,2,2
"S01005965",1,2,2
"S01005966",1,2,2
"S01005967",1,2,2
"S01005968",1,2,2
"S01005969",1,2,2
"S01005970",1,2,2
"S01005971",1,2,2
"S01005972",1,2,2
"S01005973",1,2,2
"S01005974",1,2,2
"S01005975",1,2,2
"S01005977",1,2,2
"S01005979",1,2,2
"S01005980",1,2,2
"S01005983",1,2,2
"S01006017",1,2,2
"S01006078",1,2,2
"S01006079",1,2,2
"S01006085",1,2,2
"S01006086",1,2,2
"S01006087",1,2,2
"S01006088",1,2,2
"S01006089",1,2,2
"S01006090",1,2,2
"S01006092",1,2,2
"S01006093",1,2,2
"S01006094",1,2,2
"S01006095",1,2,2
"S01006096",1,2,2
"S01006097",1,2,2
"S01006098",1,2,2
"S01006099",1,2,2
"S01006100",1,2,2
"S01006101",1,2,2
"S01006102",1,2,2
"S01006103",1,2,2
"S01006104",1,2,2
"S01006105",1,2,2
"S01006109",1,2,2
"S01006111",1,2,2
"S01006112",1,2,2
"S01006113",1,2,2
"S01006114",1,2,2
"S01006115",1,2,2
"S01006116",1,2,2
"S01006117",1,2,2
"S01006119",1,2,2
"S01006120",1,2,2
"S01006121",1,2,2
"S01006122",1,2,2
"S01006123",1,2,2
"S01006124",1,2,2
"S01006125",1,2,2
"S01006126",1,2,2
"S01006127",1,2,2
"S01006128",1,2,2
"S01006130",1,2,2
"S01006132",1,2,2
"S01006134",1,2,2
"S01006135",1,2,2
"S01006136",1,2,2
"S01006137",1,2,2
"S01006138",1,2,2
"S01006139",1,2,2
"S01006140",1,2,2
"S01006141",1,2,2
"S01006142",1,2,2
"S01006143",1,2,2
"S01006144",1,2,2
"S01006145",1,2,2
"S01006146",1,2,2
"S01006147",1,2,2
"S01006148",1,2,2
"S01006151",1,2,2
"S01006152",1,2,2
"S01006232",1,2,2
"S01006234",1,2,2
"S01006235",1,2,2
"S01006236",1,2,2
"S01006237",1,2,2
"S01006238",1,2,2
"S01006239",1,2,2
