Datazone,Health Board,Council Area,Total population,People in households,People in communal establishments,Quintile,Decile,DEPCAT,Most deprived 15%,Least deprived 15%,Total population weight,% Overcrowding,% Male Unemployment,% No Car,% Low Social Class,Z-score overcrowding,Z-score male unemployment,Z-score no car,Z-score low social class,Carstairs score,Lower 95% uncertainty bound (random weights),Upper 95% uncertainty bound (random weights),Lower 95% confidence interval,Upper 95% confidence interval 
S01005773,Lanarkshire,South Lanarkshire,889,889,0,5,9,2,0,1,0.000167881,1.799775028,2.173913043,4.61192351,7.99086758,-0.535119085,-1.082391902,-1.069222314,-1.065809978,-3.752543279,-4.249095839,-3.084804587,-4.109951611,-3.226359821
S01005774,Lanarkshire,South Lanarkshire,664,664,0,2,4,4,0,0,0.000125392,4.21686747,9.356725146,15.6626506,23.23717949,0.3530883,0.118029351,-0.415972801,0.42843608,0.483580931,-0.383551834,1.237433267,-0.507483536,1.519942725
S01005775,Lanarkshire,South Lanarkshire,732,732,0,2,3,5,0,0,0.000138233,2.595628415,11.62790698,31.14754098,27.67475036,-0.242667359,0.497598649,0.49939657,0.863349312,1.617677172,0.553270765,2.505327843,0.747077654,2.560859437
S01005776,Lanarkshire,South Lanarkshire,691,691,0,4,7,3,0,0,0.000130491,1.736613603,7.865168539,7.814761216,12.31454006,-0.558328973,-0.131245755,-0.879890684,-0.642059591,-2.211525004,-2.855209414,-1.498546567,-2.931948093,-1.384314834
S01005777,Lanarkshire,South Lanarkshire,515,515,0,3,6,4,0,0,9.73E-05,2.330097087,8.181818182,19.61165049,17.50503018,-0.340241983,-0.078325958,-0.182532753,-0.133354965,-0.73445566,-1.001657356,-0.509756121,-1.690774901,0.401740471
S01005778,Lanarkshire,South Lanarkshire,650,650,0,2,4,4,0,0,0.000122748,2,12.06896552,21.23076923,22.95081967,-0.461542545,0.571310175,-0.086820632,0.400370799,0.423317797,-0.663042095,1.436137125,-0.479300986,1.390972305
S01005779,Lanarkshire,South Lanarkshire,767,767,0,4,7,3,0,0,0.000144843,3.259452412,6.726457399,6.388526728,10.48387097,0.001267613,-0.321551869,-0.964200701,-0.821478069,-2.105963026,-3.09604457,-1.013966321,-2.832581977,-1.387940637
S01005780,Lanarkshire,South Lanarkshire,1456,1456,0,5,10,1,0,1,0.000274955,1.442307692,3.794642857,1.167582418,5.096418733,-0.666477374,-0.811528835,-1.272830106,-1.349486371,-4.100322687,-4.82803508,-3.307428928,-4.3903401,-3.661266464
S01005781,Lanarkshire,South Lanarkshire,946,900,46,3,6,4,0,0,0.000178646,1.666666667,9.187279152,18.22222222,18.79271071,-0.584032328,0.089710836,-0.264667018,-0.007153195,-0.766141704,-1.477506024,-0.141581538,-1.399876543,-0.078579498
S01005782,Lanarkshire,South Lanarkshire,821,821,0,2,3,5,0,0,0.00015504,4.019488429,11.82795699,26.30937881,25.06596306,0.280557553,0.531031833,0.213394839,0.607669764,1.632653989,1.211940614,2.018738158,0.707303845,2.575949752
S01005783,Lanarkshire,South Lanarkshire,529,529,0,4,7,3,0,0,9.99E-05,3.024574669,5.357142857,10.01890359,14.56692913,-0.085042759,-0.550397376,-0.749595644,-0.421309583,-1.806345361,-2.392720874,-1.159361772,-2.529217044,-0.971277035
S01005784,Lanarkshire,South Lanarkshire,742,645,97,4,7,3,0,0,0.000140122,3.410852713,6.770833333,10.69767442,11.45662848,0.056902583,-0.314135579,-0.709470979,-0.726140975,-1.692844951,-2.468902352,-0.804102981,-2.482137936,-0.837050906
S01005785,Lanarkshire,South Lanarkshire,731,731,0,5,9,2,0,1,0.000138044,0.820793434,3.375527426,1.915184679,11.72413793,-0.894864814,-0.881573139,-1.22863656,-0.699923163,-3.704997676,-4.184051782,-3.261549209,-4.099825052,-3.119154798
S01005786,Lanarkshire,South Lanarkshire,579,579,0,3,5,4,0,0,0.00010934,2.245250432,8.791208791,20.37996546,20.6405694,-0.371420528,0.02351792,-0.137114802,0.173949985,-0.311067426,-0.84097728,0.183522656,-1.092285884,0.583482817
S01005787,Lanarkshire,South Lanarkshire,754,690,64,3,6,3,0,0,0.000142388,2.31884058,5.797101449,11.30434783,18.31610044,-0.344378405,-0.476869677,-0.673608261,-0.053864362,-1.548720705,-2.103614953,-0.968175903,-2.207555515,-0.774897354
S01005788,Lanarkshire,South Lanarkshire,542,542,0,3,5,4,0,0,0.000102353,1.10701107,9.160305344,24.53874539,21.09375,-0.789688605,0.085202862,0.108726122,0.218364879,-0.377394743,-1.5387629,0.495380913,-1.272190828,0.554743845
S01005789,Lanarkshire,South Lanarkshire,795,795,0,4,7,3,0,0,0.00015013,1.886792453,7.692307692,10.6918239,14.54081633,-0.503142849,-0.160134975,-0.709816825,-0.423868821,-1.79696347,-2.261680268,-1.300046268,-2.442292553,-1.070236325
S01005790,Lanarkshire,South Lanarkshire,493,493,0,2,4,5,0,0,9.31E-05,5.476673428,7.042253521,18.45841785,28.27442827,0.816028375,-0.268774715,-0.250704617,0.922121975,1.218671018,-0.321488294,2.692497978,0.15310472,2.221343283
S01005791,Lanarkshire,South Lanarkshire,470,470,0,4,8,3,0,0,8.88E-05,1.276595745,3.636363636,13.61702128,14.28571429,-0.727371435,-0.837981113,-0.536897546,-0.44887062,-2.551120714,-2.981580148,-2.156608623,-3.224722467,-1.720431992
S01005792,Lanarkshire,South Lanarkshire,833,833,0,2,4,5,0,0,0.000157306,3.721488595,11.00917431,28.33133253,24.21465969,0.171051748,0.394193487,0.332920031,0.524236031,1.422401298,1.094819115,1.734050324,0.526557113,2.305031519
S01005793,Lanarkshire,South Lanarkshire,502,502,0,3,6,4,0,0,9.48E-05,5.179282869,6.097560976,10.55776892,16.39676113,0.70674646,-0.426655639,-0.717741313,-0.241973146,-0.679623637,-1.912821553,0.814535921,-1.609402183,0.293737125
S01005794,Lanarkshire,South Lanarkshire,938,938,0,4,8,3,0,0,0.000177135,1.918976546,5,9.168443497,11.36363636,-0.491316181,-0.610084567,-0.799869498,-0.735254858,-2.636525103,-2.934825703,-2.308630282,-3.121244579,-1.94057136
S01005795,Lanarkshire,South Lanarkshire,660,660,0,3,5,4,0,0,0.000124636,2.727272727,7.894736842,22.72727273,25.31446541,-0.19429211,-0.126304178,0.001643247,0.632024746,0.313071705,-0.432031702,1.181293631,-0.511222324,1.188981602
S01005796,Lanarkshire,South Lanarkshire,1132,1132,0,4,8,3,0,0,0.00021377,3.356890459,5.970149254,6.360424028,7.208029197,0.037073108,-0.447949212,-0.965861956,-1.142533658,-2.519271718,-3.647099861,-1.256213627,-3.050595623,-1.881852876
S01005797,Lanarkshire,South Lanarkshire,1066,1066,0,5,10,2,0,1,0.000201307,2.157598499,2.98013245,1.782363977,6.628242075,-0.403629927,-0.947653182,-1.236488085,-1.199356884,-3.787128078,-4.538850012,-2.846581659,-4.163825603,-3.21815476
S01005798,Lanarkshire,South Lanarkshire,618,618,0,2,4,5,0,0,0.000116705,3.883495146,7.534246575,26.21359223,28.88513514,0.23058419,-0.186550802,0.207732538,0.981975554,1.23374148,0.163204768,2.344867957,0.279884608,2.305787288
S01005799,Lanarkshire,South Lanarkshire,688,688,0,2,4,4,0,0,0.000129924,1.744186047,10.55555556,26.88953488,23.903177,-0.555546332,0.318382846,0.247690018,0.493708532,0.504235065,-0.63564551,1.364795439,-0.359772221,1.427972264
S01005800,Lanarkshire,South Lanarkshire,616,616,0,3,6,4,0,0,0.000116327,2.75974026,6.060606061,13.7987013,17.08542714,-0.182361286,-0.432831697,-0.526157765,-0.174479021,-1.31582977,-1.7356736,-0.908452403,-2.074020677,-0.485462333
S01005801,Lanarkshire,South Lanarkshire,651,651,0,3,6,4,0,0,0.000122937,1.53609831,7.692307692,15.8218126,21.22186495,-0.632012197,-0.160134975,-0.406564144,0.230921047,-0.967790268,-1.748644167,-0.141699295,-1.677852595,-0.134927756
S01005802,Lanarkshire,South Lanarkshire,862,862,0,5,9,2,0,0,0.000162783,2.668213457,4.247104247,2.668213457,5.503512881,-0.215994581,-0.735911617,-1.184122233,-1.309588275,-3.445616706,-4.498161867,-2.267367801,-3.97251134,-2.833621457
S01005803,Lanarkshire,South Lanarkshire,797,797,0,2,4,5,0,0,0.000150508,5.39523212,8.333333333,22.83563363,25.45691906,0.786101191,-0.053004119,0.008048862,0.645986208,1.387132141,0.374849094,2.348688006,0.49810315,2.287709303
S01005804,Lanarkshire,South Lanarkshire,3934,3934,0,5,9,2,0,1,0.000742909,0.915099136,4.72972973,5.516014235,7.512347284,-0.860210359,-0.655253251,-1.015778154,-1.11270834,-3.643950105,-4.074332213,-3.166227024,-3.81659426,-3.337130244
S01005805,Lanarkshire,South Lanarkshire,606,606,0,4,7,3,0,0,0.000114439,2.640264026,7.291666667,6.765676568,14.16382253,-0.22626514,-0.227091759,-0.941905973,-0.460816871,-1.856079744,-2.646188838,-1.129649443,-2.630589221,-0.997827461
S01005806,Lanarkshire,South Lanarkshire,788,788,0,2,3,5,0,0,0.000148808,5.710659898,13.5678392,19.16243655,22.55434783,0.902011231,0.821808141,-0.209087457,0.361513764,1.876245679,0.689871085,3.048409941,0.823841797,2.924422081
S01005807,Lanarkshire,South Lanarkshire,808,808,0,2,4,5,0,0,0.000152585,3.341584158,11.52073733,25.4950495,23.75979112,0.031448512,0.479688014,0.165256809,0.479655705,1.15604904,0.646200922,1.640890122,0.273812053,1.964489142
S01005808,Lanarkshire,South Lanarkshire,719,719,0,2,3,5,0,0,0.000135778,3.894297636,12.5,25.73018081,29.26470588,0.234553774,0.64334644,0.179156294,1.019176162,2.07623267,1.182160879,2.942593579,1.045738984,2.995385778
S01005809,Lanarkshire,South Lanarkshire,669,640,29,3,5,4,0,0,0.000126336,5.625,4.864864865,9.375,19.55128205,0.870533844,-0.632668909,-0.787659176,0.067192145,-0.482602096,-2.184985579,1.278547991,-1.336465421,0.423937232
S01005810,Lanarkshire,South Lanarkshire,487,487,0,2,3,5,0,0,9.20E-05,6.776180698,9.090909091,26.28336756,19.27194861,1.293557465,0.073605073,0.211857217,0.039815498,1.618835254,0.501139446,3.066526174,0.378811149,2.779358399
S01005811,Lanarkshire,South Lanarkshire,522,522,0,2,4,4,0,0,9.86E-05,3.256704981,10.07194245,26.62835249,25.250501,0.000258016,0.237559424,0.232250557,0.625755783,1.09582378,0.54983506,1.669125725,0.078715921,2.194007785
S01005812,Lanarkshire,South Lanarkshire,572,572,0,5,9,2,0,0,0.000108018,1.223776224,1.086956522,8.041958042,13.1294964,-0.74678099,-1.26404857,-0.866460236,-0.562188124,-3.439477921,-4.152019597,-2.827020238,-3.79966944,-2.873619509
S01005813,Lanarkshire,South Lanarkshire,790,790,0,3,5,4,0,0,0.000149186,3.924050633,8.520179372,19.24050633,21.27107652,0.245487088,-0.021777637,-0.204472463,0.235744128,0.254981116,-0.252765175,0.744203653,-0.548859176,1.147022666
S01005814,Lanarkshire,South Lanarkshire,772,772,0,1,2,5,0,0,0.000145787,4.404145078,16.16161616,27.72020725,27.90368272,0.421907081,1.25529087,0.296794147,0.885786297,2.859778395,1.933775496,3.823599792,1.783679922,3.786968686
S01005815,Lanarkshire,South Lanarkshire,1022,919,103,2,3,5,0,0,0.000192998,3.699673558,13.06122449,28.07399347,23.1292517,0.16303539,0.737140597,0.317707764,0.417858396,1.635742147,1.12359098,2.17130159,0.728258672,2.546084154
S01005816,Lanarkshire,South Lanarkshire,1055,1054,1,3,6,4,0,0,0.000199229,2.561669829,4.761904762,19.63946869,16.76470588,-0.255146099,-0.649876027,-0.180888316,-0.205911966,-1.291822408,-1.835253458,-0.875088854,-1.813589914,-0.716180426
S01005817,Lanarkshire,South Lanarkshire,521,521,0,5,10,1,0,1,9.84E-05,0.767754319,2.614379085,4.030710173,7.736943907,-0.914355063,-1.008779396,-1.103579993,-1.090696288,-4.11741074,-4.297950354,-3.907719841,-4.555842872,-3.431689976
S01005818,Lanarkshire,South Lanarkshire,780,780,0,5,10,1,0,1,0.000147298,1.923076923,1.746724891,3.461538462,3.221649485,-0.489809418,-1.153785352,-1.137225846,-1.533226975,-4.314047592,-5.167205874,-3.343647956,-4.654362015,-3.744756728
S01005819,Lanarkshire,South Lanarkshire,687,687,0,1,2,6,1,0,0.000129735,5.822416303,15.57788945,28.52983988,34.10493827,0.943078284,1.157736049,0.344654538,1.493553062,3.939021933,2.827047997,4.894940654,2.72512668,4.901628116
S01005820,Lanarkshire,South Lanarkshire,668,668,0,3,5,4,0,0,0.000126147,0.748502994,12.29946524,25.1497006,20.09884679,-0.921429335,0.609832241,0.144841953,0.12085735,-0.04589779,-1.548422359,1.24527127,-0.868330675,0.879160143
S01005821,Lanarkshire,South Lanarkshire,479,479,0,3,5,4,0,0,9.05E-05,0,8.270676692,26.30480167,25.10729614,-1.196481242,-0.063475556,0.213124267,0.611720697,-0.435111835,-2.249797759,1.116445374,-1.204942574,0.503345105
S01005822,Lanarkshire,South Lanarkshire,820,820,0,2,4,4,0,0,0.000154851,3.536585366,9.417040359,25.36585366,23.28244275,0.103105479,0.128109479,0.157619563,0.432872199,0.82170672,0.525757095,1.168434331,-0.012943161,1.646538722
S01005823,Lanarkshire,South Lanarkshire,602,602,0,3,5,4,0,0,0.000113684,2.159468439,13.71428571,14.95016611,15.44991511,-0.402942782,0.846282888,-0.458090405,-0.334770731,-0.34952103,-1.499177953,1.157406125,-1.284072665,0.708450347
S01005824,Lanarkshire,South Lanarkshire,681,681,0,5,9,2,0,1,0.000128602,1.174743025,6.18556701,2.202643172,7.291666667,-0.764799188,-0.411947707,-1.211643821,-1.134336597,-3.522727313,-4.334944503,-2.643011269,-4.088327194,-2.844818269
S01005825,Lanarkshire,South Lanarkshire,642,642,0,2,4,4,0,0,0.000121237,2.492211838,9.195402299,25.3894081,25.0798722,-0.280669781,0.09106841,0.159011954,0.609032957,0.57844354,-0.193009592,1.376482495,-0.266540363,1.520864144
S01005826,Lanarkshire,South Lanarkshire,898,898,0,5,10,2,0,1,0.000169581,1.670378619,3.345724907,2.115812918,5.69476082,-0.582668299,-0.886553859,-1.21677668,-1.290844628,-3.976843467,-4.686638293,-3.20265,-4.353165563,-3.390640171
S01005827,Lanarkshire,South Lanarkshire,685,685,0,5,10,2,0,1,0.000129357,0.729927007,2.232142857,7.883211679,6.666666667,-0.928255441,-1.072660295,-0.875844323,-1.195591003,-4.072351062,-4.385494994,-3.75165316,-4.4084993,-3.531776299
S01005828,Lanarkshire,South Lanarkshire,748,748,0,3,5,4,0,0,0.000141255,1.737967914,8.016877637,26.73796791,22.06506365,-0.557831305,-0.105891504,0.238730332,0.313560464,-0.111432012,-1.046113212,0.721915146,-0.81093325,0.600956976
S01005829,Lanarkshire,South Lanarkshire,745,745,0,4,8,3,0,0,0.000140688,0.939597315,6.532663317,10.73825503,12.62002743,-0.851208029,-0.353939537,-0.707072109,-0.612119675,-2.52433935,-2.972592095,-2.063819244,-3.107417176,-1.781713678
S01005830,Lanarkshire,South Lanarkshire,840,840,0,2,4,4,0,0,0.000158628,1.071428571,12,30.95238095,20.125,-0.802764083,0.559784373,0.487859936,0.123420549,0.368300774,-1.127564836,1.63281485,-0.332896241,1.130066615
S01005831,Lanarkshire,South Lanarkshire,1139,1139,0,4,8,3,0,0,0.000215092,2.019315189,6.832298137,8.077260755,7.130124777,-0.454444805,-0.303863327,-0.864373362,-1.150168841,-2.772850334,-3.652759362,-1.863285938,-3.198859476,-2.108771285
S01005832,Lanarkshire,South Lanarkshire,723,723,0,2,3,5,0,0,0.000136534,3.042876902,15.34090909,33.47164592,24.74074074,-0.078317249,1.118130912,0.636783044,0.575795683,2.252392389,1.124550524,3.270023823,1.121628,3.336553846
S01005833,Lanarkshire,South Lanarkshire,640,640,0,4,7,3,0,0,0.00012086,1.5625,6.748466258,19.21875,13.96103896,-0.622310385,-0.317873657,-0.20575856,-0.480691091,-1.626633693,-2.052871534,-1.220220212,-2.318697145,-0.821190594
S01005834,Lanarkshire,South Lanarkshire,602,602,0,2,4,5,0,0,0.000113684,2.990033223,9.589041096,37.04318937,24.05498282,-0.097735681,0.156854953,0.847910239,0.508586572,1.415616084,0.425429488,2.345077966,0.510994151,2.39339349
S01005835,Lanarkshire,South Lanarkshire,667,667,0,5,10,2,0,1,0.000125958,1.049475262,3.619909502,5.997001499,6.240487062,-0.810831251,-0.840730996,-0.987345211,-1.237359609,-3.876267067,-4.333152719,-3.452548413,-4.299354291,-3.251827106
S01005836,Lanarkshire,South Lanarkshire,649,649,0,5,10,2,0,1,0.000122559,0.92449923,5.418719212,1.694915254,5.426356589,-0.856756112,-0.540106481,-1.241657504,-1.317150135,-3.955670233,-4.754602529,-3.078021721,-4.460438642,-3.243173523
S01005837,Lanarkshire,South Lanarkshire,485,485,0,4,8,3,0,0,9.16E-05,2.06185567,7.692307692,4.948453608,9.979209979,-0.438812482,-0.160134975,-1.04932877,-0.870938404,-2.519214631,-3.450049845,-1.539754714,-3.245022938,-1.555873408
S01005838,Lanarkshire,South Lanarkshire,688,688,0,3,5,4,0,0,0.000129924,4.069767442,7.567567568,11.3372093,24.8861912,0.299033549,-0.18098206,-0.671665698,0.590050854,0.036436645,-1.22686252,1.206356697,-0.779438507,0.954673545
S01005839,Lanarkshire,South Lanarkshire,783,783,0,3,6,3,0,0,0.000147864,1.53256705,6.493506494,18.3908046,15.625,-0.633309827,-0.360483587,-0.254701487,-0.317611178,-1.566106078,-1.97485528,-1.254350942,-2.138135572,-0.806502652
S01005840,Lanarkshire,South Lanarkshire,836,811,25,2,4,5,0,0,0.000157873,3.699136868,12.68292683,27.37361282,22.12276215,0.162838173,0.673917928,0.276305663,0.319215324,1.432277088,1.002952791,1.955251436,0.471257781,2.346279199
S01005841,Lanarkshire,South Lanarkshire,628,628,0,3,5,4,0,0,0.000118593,3.662420382,7.027027027,21.01910828,16.36363636,0.14934599,-0.27131943,-0.099332697,-0.245219607,-0.466525743,-0.860839416,-0.002677441,-1.291843149,0.458463222
S01005842,Lanarkshire,South Lanarkshire,506,506,0,3,5,4,0,0,9.56E-05,1.976284585,10,26.48221344,18.96907216,-0.470257233,0.225536104,0.223611736,0.010131471,-0.010977923,-0.803097682,0.65246136,-1.058774476,1.087208309
S01005843,Lanarkshire,South Lanarkshire,637,637,0,5,9,2,0,1,0.000120293,0.941915228,3.743315508,1.726844584,12.30031949,-0.850356267,-0.820106874,-1.239770043,-0.643453308,-3.553686492,-4.101034659,-3.063786017,-4.003666384,-2.861288406
S01005844,Lanarkshire,South Lanarkshire,706,706,0,3,6,4,0,0,0.000133323,1.841359773,8.163265306,16.4305949,20.11661808,-0.519837966,-0.081426591,-0.370576762,0.122599061,-0.849242257,-1.475384123,-0.21515084,-1.593050376,-0.020373434
S01005845,Lanarkshire,South Lanarkshire,482,482,0,5,9,2,0,1,9.10E-05,1.244813278,2.649006623,8.506224066,6.852248394,-0.739050518,-1.002992299,-0.839015747,-1.177402685,-3.75846125,-4.185424238,-3.3446874,-4.257591018,-3.0602452
S01005846,Lanarkshire,South Lanarkshire,871,871,0,2,3,5,0,0,0.000164482,3.903559127,14.7601476,40.29850746,23.07692308,0.237957088,1.02107165,1.04034418,0.412729822,2.71210274,1.767797251,3.669866044,1.691966779,3.561491894
S01005847,Lanarkshire,South Lanarkshire,786,786,0,2,4,5,0,0,0.000148431,4.580152672,9.452736318,29.51653944,21.58940397,0.486584477,0.134075135,0.402982013,0.266942462,1.290584087,0.954568691,1.636855578,0.380843582,2.121719073
S01005848,Lanarkshire,South Lanarkshire,556,556,0,1,2,5,0,0,0.000104997,2.697841727,14.68531469,37.76978417,33.27067669,-0.2051071,1.008565265,0.890861956,1.411789545,3.106109666,1.469346382,4.414507004,1.948522232,4.151591994
S01005849,Lanarkshire,South Lanarkshire,838,838,0,2,4,4,0,0,0.00015825,5.84725537,8.780487805,18.61575179,17.99007444,0.95220588,0.021726185,-0.241404024,-0.085817208,0.646710833,-0.363091555,1.964272,-0.255496216,1.500263574
S01005850,Lanarkshire,South Lanarkshire,777,777,0,2,4,4,0,0,0.000146731,3.474903475,8.796296296,23.42342342,26.69432918,0.080439274,0.024368165,0.042795299,0.767261124,0.914863862,0.234839041,1.714946743,0.100534801,1.716924663
S01005851,Lanarkshire,South Lanarkshire,689,689,0,2,3,5,0,0,0.000130113,3.483309144,11.65644172,35.70391872,20.95531587,0.0835281,0.502367492,0.768740978,0.204797358,1.559433928,0.858469344,2.256732447,0.61869272,2.503775742
S01005852,Lanarkshire,South Lanarkshire,500,500,0,3,6,4,0,0,9.44E-05,3.6,6.962025316,18.8,13.0977131,0.126408413,-0.282182784,-0.230512428,-0.565303112,-0.951589911,-1.550093981,-0.326359311,-1.782572443,-0.00821331
S01005853,Lanarkshire,South Lanarkshire,994,926,68,2,4,4,0,0,0.00018771,5.615550756,8.181818182,27.32181425,18.18181818,0.867061537,-0.078325958,0.273243657,-0.06702497,0.994954266,0.110757895,2.059011139,0.192379078,1.83126623
S01005854,Lanarkshire,South Lanarkshire,797,797,0,2,3,5,0,0,0.000150508,6.273525721,9.950248756,25.59598494,25.72178478,1.108847168,0.217221471,0.171223478,0.671944916,2.169237033,1.180460214,3.183672653,1.136991582,3.048829375
S01005855,Lanarkshire,South Lanarkshire,821,768,53,1,2,6,0,0,0.00015504,1.171875,22.59615385,38.80208333,28.73399716,-0.765853099,2.33065741,0.951884993,0.967162966,3.48385227,0.603268882,6.14417002,2.396639307,4.466108092
S01005856,Lanarkshire,South Lanarkshire,733,733,0,2,4,4,0,0,0.000138422,3.956343793,9.844559585,27.8308322,22.41134752,0.257353834,0.199558259,0.303333598,0.347498725,1.107744417,0.956176126,1.246354471,0.186983109,1.98830781
S01005857,Lanarkshire,South Lanarkshire,701,697,4,2,4,4,0,0,0.000132379,2.725968436,10.20408163,29.9856528,25.03770739,-0.194771397,0.25964307,0.430713046,0.604900509,1.100485228,0.289199134,1.797485756,0.204792016,1.92650572
S01005858,Lanarkshire,South Lanarkshire,678,678,0,2,4,5,0,0,0.000128036,1.622418879,15.42857143,24.92625369,23.86895476,-0.600292034,1.132781404,0.131633177,0.490354511,1.154477058,-0.507248346,2.689244773,0.174450895,2.072515131
S01005859,Lanarkshire,South Lanarkshire,697,697,0,4,7,3,0,0,0.000131624,1.578192253,5.288461538,18.07747489,16.56626506,-0.616543963,-0.561875682,-0.27322357,-0.225360566,-1.67700378,-2.151277945,-1.241781089,-2.294716556,-0.92182093
