Datazone,Health Board,Council Area,Total population,People in households,People in communal establishments,Quintile,Decile,DEPCAT,Most deprived 15%,Least deprived 15%,Total population weight,% Overcrowding,% Male Unemployment,% No Car,% Low Social Class,Z-score overcrowding,Z-score male unemployment,Z-score no car,Z-score low social class,Carstairs score,Lower 95% uncertainty bound (random weights),Upper 95% uncertainty bound (random weights),Lower 95% confidence interval,Upper 95% confidence interval 
S01005666,Ayrshire & Arran,South Ayrshire,1329,1283,46,3,5,4,0,0,0.000250972,2.416212003,9.032258065,16.67965705,18.46405229,-0.308597391,0.063803071,-0.355853773,-0.039364037,-0.64001213,-1.084414461,-0.20230694,-1.20303978,-0.008803049
S01005667,Ayrshire & Arran,South Ayrshire,746,746,0,4,7,3,0,0,0.000140877,2.412868633,8.196721311,10.0536193,12.73247496,-0.309825977,-0.075835285,-0.747543469,-0.601099025,-1.734303756,-2.412164572,-1.00936845,-2.452178209,-0.916426923
S01005668,Ayrshire & Arran,South Ayrshire,807,807,0,4,7,3,0,0,0.000152396,1.610904585,6.63507109,11.52416357,17.84338896,-0.604523184,-0.336824726,-0.660614137,-0.100193419,-1.702155466,-2.288062942,-1.137469159,-2.33299189,-0.937351937
S01005669,Lanarkshire,South Lanarkshire,509,507,2,4,8,3,0,0,9.61E-05,1.380670611,6.097560976,6.903353057,14.08163265,-0.689127112,-0.426655639,-0.933767405,-0.468872059,-2.518422215,-3.050398229,-2.054182531,-3.241036635,-1.682489575
S01005670,Lanarkshire,South Lanarkshire,756,754,2,3,5,4,0,0,0.000142765,3.846153846,8.407079646,10.87533156,18.82673943,0.216862406,-0.040679331,-0.698969006,-0.00381814,-0.526604071,-1.389195744,0.26333161,-1.32079067,0.270500105
S01005671,Lanarkshire,South Lanarkshire,520,514,6,4,7,3,0,0,9.82E-05,1.750972763,6.748466258,7.19844358,19.50718686,-0.553052422,-0.317873657,-0.916323508,0.062870505,-1.724379082,-2.623770851,-0.876337867,-2.516288913,-0.897762239
S01005672,Lanarkshire,South Lanarkshire,848,848,0,2,3,5,0,0,0.000160139,2.004716981,16.98113208,24.64622642,30.41301627,-0.459809199,1.392251759,0.115079725,1.131718676,2.179240961,0.180706228,4.052571878,1.217096287,3.053815238
S01005673,Lanarkshire,South Lanarkshire,657,655,2,4,7,3,0,0,0.00012407,2.442748092,5.084745763,4.122137405,14.99227202,-0.298846192,-0.595921504,-1.09817539,-0.379622981,-2.372566066,-3.208673008,-1.631080404,-3.048413054,-1.613923456
S01005674,Lanarkshire,South Lanarkshire,872,865,7,3,5,4,0,0,0.000164671,1.849710983,8.095238095,19.88439306,20.68543452,-0.516769152,-0.09279558,-0.166409927,0.178347083,-0.597627576,-1.233660522,0.003684823,-1.253956084,0.15844937
S01005675,Lanarkshire,South Lanarkshire,944,942,2,1,2,6,1,0,0.000178268,3.821656051,25.31120332,26.43312102,28.98903776,0.207860218,2.784407702,0.2207097,0.992158743,4.205136363,1.824194623,7.007337181,3.025977119,5.049611276
S01005676,Lanarkshire,South Lanarkshire,844,844,0,2,4,4,0,0,0.000159384,2.606635071,9.649122807,22.1563981,23.8566131,-0.238622751,0.166896057,-0.032103272,0.489144941,0.385314975,-0.270858619,1.066866062,-0.383027859,1.172527974
S01005677,Lanarkshire,South Lanarkshire,838,821,17,5,9,2,0,1,0.00015825,2.436053593,1.606425703,3.41047503,9.382716049,-0.301306215,-1.177232733,-1.140244395,-0.929399015,-3.548182358,-4.353478859,-2.570067427,-3.957399533,-2.967696434
S01005678,Lanarkshire,South Lanarkshire,886,886,0,5,9,2,0,1,0.000167315,2.144469526,3.719008264,3.273137698,6.18556701,-0.408454422,-0.824169201,-1.148362915,-1.242742161,-3.6237287,-4.423968687,-2.737059595,-4.062256357,-3.022900477
S01005679,Lanarkshire,South Lanarkshire,1105,987,118,3,5,4,0,0,0.000208672,1.114488349,12.01716738,21.27659574,19.25925926,-0.786940935,0.562653456,-0.084111657,0.038571852,-0.269827283,-1.526633364,0.906891206,-1.016384367,0.4671672
S01005680,Lanarkshire,South Lanarkshire,830,830,0,4,8,3,0,0,0.00015674,1.686746988,6.172839506,4.578313253,8.178438662,-0.576653425,-0.41407478,-1.071209141,-1.047426689,-3.109364035,-3.868110291,-2.281683715,-3.650499308,-2.455308369
S01005681,Lanarkshire,South Lanarkshire,994,936,58,4,7,3,0,0,0.00018771,1.816239316,5.405405405,15.17094017,12.29418222,-0.529068964,-0.542331539,-0.44503963,-0.644054803,-2.160494937,-2.33673306,-1.990986273,-2.672096919,-1.444154687
S01005682,Lanarkshire,South Lanarkshire,774,751,23,5,9,2,0,0,0.000146165,0.932090546,3.448275862,8.78828229,12.34735414,-0.853966537,-0.86941512,-0.822342238,-0.63884358,-3.184567475,-3.400305039,-2.941471305,-3.61008688,-2.57934022
S01005683,Lanarkshire,South Lanarkshire,804,804,0,1,2,6,1,0,0.00015183,1.865671642,20.78651685,39.30348259,41.31652661,-0.510904099,2.028223393,0.981524565,2.200339563,4.699183421,1.795722159,7.289788458,3.472422628,5.704912065
S01005684,Lanarkshire,South Lanarkshire,1178,1178,0,2,4,4,0,0,0.000222457,2.886247878,9.62962963,20.03395586,26.18613139,-0.135873614,0.163638277,-0.157568715,0.717454158,0.587650105,-0.265450978,1.510756579,-0.088059815,1.340122828
S01005685,Lanarkshire,South Lanarkshire,861,689,172,5,10,1,0,1,0.000162594,0,2.459016393,1.015965167,6.986899563,-1.196481242,-1.034744252,-1.281792765,-1.164205921,-4.677224181,-4.88362434,-4.452628997,-4.916044203,-4.166974868
S01005686,Lanarkshire,South Lanarkshire,826,781,45,3,6,4,0,0,0.000155984,2.688860435,8.444444444,17.1574904,11.96808511,-0.20840745,-0.034434771,-0.327607269,-0.676014619,-1.246464109,-1.87531784,-0.646986431,-2.002677657,-0.47163538
S01005687,Lanarkshire,South Lanarkshire,726,726,0,5,10,2,0,1,0.0001371,0.688705234,4.109589041,1.790633609,9.344490934,-0.943403179,-0.758893727,-1.235999237,-0.933145345,-3.871441488,-4.299584019,-3.466276259,-4.286662484,-3.243278629
S01005688,Lanarkshire,South Lanarkshire,972,972,0,4,8,3,0,0,0.000183555,1.028806584,4.05904059,7.9218107,12.3940678,-0.818426357,-0.767341593,-0.873562592,-0.634265312,-3.093595854,-3.305543977,-2.87150314,-3.512705843,-2.536060337
S01005689,Lanarkshire,South Lanarkshire,509,509,0,5,10,1,0,1,9.61E-05,0.982318271,2.083333333,2.161100196,7.02811245,-0.835509387,-1.097529958,-1.214099581,-1.160166768,-4.307305694,-4.620664015,-3.898129015,-4.705763085,-3.671039295
S01005690,Lanarkshire,South Lanarkshire,770,768,2,4,8,3,0,0,0.000145409,1.302083333,3.097345133,8.463541667,14.78029294,-0.718005528,-0.928064114,-0.841538863,-0.400398425,-2.888006929,-3.381577129,-2.366016759,-3.332174352,-2.286136405
S01005691,Lanarkshire,South Lanarkshire,679,679,0,4,7,3,0,0,0.000128224,2.209131075,7.8125,8.24742268,10.16691958,-0.384693285,-0.140047939,-0.854314458,-0.85254154,-2.231597222,-3.020436487,-1.355598163,-2.921241999,-1.420304958
S01005692,Lanarkshire,South Lanarkshire,718,718,0,4,7,3,0,0,0.000135589,2.924791086,6.632653061,6.128133705,14.91875923,-0.121710167,-0.337228837,-0.979593499,-0.386827752,-1.825360256,-2.616188595,-1.070786558,-2.541505121,-1.017708854
S01005693,Lanarkshire,South Lanarkshire,1670,1566,104,5,9,2,0,1,0.000315368,1.787994891,4.666666667,5.363984674,5.795235029,-0.539447924,-0.665792611,-1.024765186,-1.280997447,-3.511003169,-4.272581091,-2.718371317,-3.861670446,-3.021920294
S01005694,Lanarkshire,South Lanarkshire,554,554,0,1,2,6,0,0,0.000104619,6.498194946,13.76811594,24.90974729,33.0754352,1.191406222,0.855279218,0.130657422,1.392654502,3.569997365,2.300922232,4.678892185,2.333936792,4.830328162
S01005695,Lanarkshire,South Lanarkshire,526,524,2,2,4,4,0,0,9.93E-05,3.244274809,15.27777778,19.46564885,17.48971193,-0.004309691,1.107580146,-0.191163452,-0.134856262,0.777250741,-0.384434416,2.285658459,-0.348178671,1.942968817
S01005696,Lanarkshire,South Lanarkshire,674,641,33,3,6,4,0,0,0.00012728,0.780031201,8.522727273,15.60062402,20.09803922,-0.909843685,-0.021351821,-0.419639422,0.120778202,-1.230056726,-2.283722821,-0.254180606,-1.971778816,-0.422563977
S01005697,Lanarkshire,South Lanarkshire,649,649,0,1,2,6,1,0,0.000122559,6.163328197,17.39130435,32.51155624,34.07534247,1.068352956,1.460801444,0.580028577,1.490652464,4.599835442,3.61056874,5.428090548,3.196602355,5.758245118
S01005698,Lanarkshire,South Lanarkshire,587,587,0,4,8,3,0,0,0.000110851,0.340715503,6.214689266,8.688245315,13.27586207,-1.071278738,-0.407080675,-0.828255796,-0.547843257,-2.854458465,-3.539587573,-2.219125411,-3.441652364,-2.14084744
S01005699,Lanarkshire,South Lanarkshire,823,823,0,2,4,4,0,0,0.000155418,3.280680437,11.11111111,33.17132442,16.85971686,0.009068261,0.411229586,0.619029925,-0.19660022,0.842727552,0.030682376,1.719586416,-0.039050751,1.629750783
S01005700,Lanarkshire,South Lanarkshire,573,528,45,4,8,3,0,0,0.000108207,1.704545455,5.594405594,9.28030303,10.72124756,-0.570113034,-0.510745046,-0.793257065,-0.79821349,-2.672328636,-3.005995769,-2.306199865,-3.382988412,-1.866314518
S01005701,Lanarkshire,South Lanarkshire,760,760,0,1,2,6,1,0,0.000143521,6.184210526,16.92307692,37.63157895,27.5862069,1.076026572,1.38254934,0.882692132,0.854671428,4.195939473,3.673140531,4.784706823,2.975553133,5.183118262
S01005702,Lanarkshire,South Lanarkshire,685,685,0,2,4,4,0,0,0.000129357,3.503649635,12.35294118,18.83211679,20.0622084,0.091002607,0.618769362,-0.228613885,0.117266529,0.598424613,-0.107037768,1.385669074,-0.420072967,1.531050498
S01005703,Lanarkshire,South Lanarkshire,580,580,0,5,9,2,0,1,0.000109529,0,6.666666667,4.482758621,7.651245552,-1.196481242,-0.331544343,-1.07685773,-1.099095331,-3.703978646,-4.454679738,-2.74397624,-4.207697032,-2.956613502
S01005704,Lanarkshire,South Lanarkshire,649,649,0,2,3,5,0,0,0.000122559,5.238828968,10.28571429,26.96456086,32.79742765,0.728627826,0.273285858,0.252125083,1.365407802,2.619446569,1.508967355,3.820213603,1.584073978,3.639247922
S01005705,Lanarkshire,South Lanarkshire,923,919,4,4,8,3,0,0,0.000174302,1.632208923,6.296296296,4.352557127,10.72625698,-0.596694493,-0.39344217,-1.084554424,-0.797722531,-2.872413618,-3.534430345,-2.194589759,-3.352395089,-2.182439289
S01005706,Lanarkshire,South Lanarkshire,746,746,0,5,10,1,0,1,0.000140877,0,5.418719212,5.361930295,4.755434783,-1.196481242,-0.540106481,-1.024886628,-1.382905202,-4.144379554,-4.886982235,-3.25701537,-4.55736972,-3.547922799
S01005707,Lanarkshire,South Lanarkshire,546,513,33,2,4,4,0,0,0.000103108,1.169590643,14.50381679,30.01949318,19.18103448,-0.766692531,0.978232586,0.432713476,0.030905272,0.675158804,-1.032231456,2.280888942,-0.430106255,1.813899312
S01005708,Lanarkshire,South Lanarkshire,715,715,0,3,5,4,0,0,0.000135023,4.055944056,7.065217391,23.91608392,19.52662722,0.293953878,-0.264936898,0.071918291,0.064775797,0.165711068,-0.343049608,0.659127724,-0.645553221,1.048737691
S01005709,Lanarkshire,South Lanarkshire,779,779,0,2,4,5,0,0,0.000147109,6.290115533,12.03703704,18.10012837,17.30245232,1.114943416,0.565974156,-0.271884439,-0.153209024,1.255824109,-0.156989963,2.83016554,0.260508027,2.235479324
S01005710,Lanarkshire,South Lanarkshire,465,465,0,4,8,3,0,0,8.78E-05,2.795698925,4.516129032,5.591397849,9.287257019,-0.169147579,-0.690951083,-1.011321949,-0.938754673,-2.810175284,-3.561668827,-1.882591802,-3.488272874,-1.942902696
S01005711,Lanarkshire,South Lanarkshire,949,941,8,5,9,2,0,0,0.000179212,1.062699256,6.440677966,9.351753454,6.147091109,-0.805971839,-0.369312509,-0.789033366,-1.246513071,-3.210830784,-3.999164552,-2.362512105,-3.648354253,-2.626403758
S01005712,Lanarkshire,South Lanarkshire,524,524,0,3,5,4,0,0,9.90E-05,1.145038168,11.27819549,22.51908397,16.43286573,-0.775714813,0.439153419,-0.010663564,-0.23843464,-0.585659598,-1.739910293,0.538850856,-1.571772533,0.408447401
S01005713,Lanarkshire,South Lanarkshire,578,563,15,4,7,3,0,0,0.000109151,0,8.571428571,12.61101243,13.63636364,-1.196481242,-0.013212659,-0.596366465,-0.512511561,-2.318571927,-3.394697611,-1.278608841,-2.970634424,-1.37648767
S01005714,Lanarkshire,South Lanarkshire,1262,1262,0,4,8,3,0,0,0.00023832,0.87163233,6.395348837,10.14263074,11.3410596,-0.876183078,-0.3768881,-0.742281672,-0.73746754,-2.73282039,-3.167149775,-2.229989728,-3.181786829,-2.198489405
S01005715,Lanarkshire,South Lanarkshire,732,732,0,3,6,4,0,0,0.000138233,1.912568306,8.762886598,17.21311475,18.06722689,-0.493671013,0.018784598,-0.324319107,-0.078255724,-0.877461246,-1.411934531,-0.37217295,-1.656947857,-0.111794331
S01005716,Lanarkshire,South Lanarkshire,538,538,0,5,10,1,0,1,0.000101598,1.115241636,0.934579439,3.903345725,2.063789869,-0.786664125,-1.289514458,-1.111108978,-1.646705381,-4.833992942,-5.622065685,-4.044796808,-5.145697783,-4.245810605
S01005717,Lanarkshire,South Lanarkshire,478,478,0,4,8,3,0,0,9.03E-05,2.719665272,4.47761194,6.90376569,12.12121212,-0.197087616,-0.697388219,-0.933743013,-0.661007093,-2.48922594,-3.10462085,-1.742739051,-3.224861312,-1.626980796
S01005718,Lanarkshire,South Lanarkshire,791,791,0,4,7,3,0,0,0.000149375,1.769911504,9.009009009,17.82553729,10.35856574,-0.546093015,0.059917593,-0.288116537,-0.833758865,-1.608050824,-2.434861293,-0.709450808,-2.339463777,-0.833628411
S01005719,Lanarkshire,South Lanarkshire,487,481,6,4,8,3,0,0,9.20E-05,3.534303534,5.511811024,2.910602911,7.276507277,0.102266975,-0.524548592,-1.169793692,-1.135822324,-2.727897633,-3.979293097,-1.288564833,-3.487808553,-1.717445427
S01005720,Lanarkshire,South Lanarkshire,766,766,0,5,10,2,0,1,0.000144654,0.261096606,7.425742574,4.308093995,3.713527851,-1.100536243,-0.204684439,-1.087182805,-1.485019427,-3.877422914,-4.976096756,-2.541305777,-4.405302537,-3.191809728
S01005721,Lanarkshire,South Lanarkshire,747,747,0,2,3,5,0,0,0.000141066,3.212851406,18.62745098,23.4270415,24.05446293,-0.015856829,1.667391379,0.043009177,0.50853562,2.203079347,0.636510984,4.004321936,1.069983383,3.185285364
S01005722,Lanarkshire,South Lanarkshire,532,532,0,4,8,3,0,0,0.000100464,2.255639098,3.424657534,6.203007519,12.16730038,-0.367603012,-0.873362312,-0.97516743,-0.656490118,-2.872622873,-3.470173824,-2.244270694,-3.501676144,-2.065029057
S01005723,Lanarkshire,South Lanarkshire,754,736,18,4,7,3,0,0,0.000142388,2.038043478,5.084745763,16.71195652,15.96638655,-0.447562733,-0.595921504,-0.353944431,-0.284152889,-1.681581557,-2.010725508,-1.394205222,-2.326636487,-0.940022916
S01005724,Lanarkshire,South Lanarkshire,609,609,0,5,10,1,0,1,0.000115005,1.149425287,3.296703297,1.806239737,2.475247525,-0.774102681,-0.894746553,-1.2350767,-1.60637963,-4.510305564,-5.369303607,-3.661949664,-4.908171244,-3.860664534
S01005725,Lanarkshire,South Lanarkshire,739,737,2,4,7,3,0,0,0.000139555,1.492537313,6.282722513,11.39755767,12.12553495,-0.648019528,-0.395710677,-0.668098282,-0.660583425,-2.372411912,-2.617484415,-2.054211276,-2.974411631,-1.634021347
S01005726,Lanarkshire,South Lanarkshire,1085,1077,8,4,8,3,0,0,0.000204895,1.578458682,5.351170569,10.3992572,13.37760911,-0.616446059,-0.551395489,-0.727111529,-0.53787133,-2.432824407,-2.624815478,-2.267611642,-2.896601534,-1.81580248
S01005727,Lanarkshire,South Lanarkshire,1346,1346,0,4,8,3,0,0,0.000254183,2.228826152,3.791469194,4.160475483,11.24620061,-0.377455948,-0.812059231,-1.095909083,-0.74676439,-3.032188652,-3.656648698,-2.340797458,-3.436280362,-2.535713277
S01005728,Lanarkshire,South Lanarkshire,835,835,0,2,4,5,0,0,0.000157684,4.431137725,12.76595745,15.20958084,24.28393524,0.431826051,0.687794348,-0.442755437,0.531025524,1.207890487,0.089571399,2.167575958,0.336303235,2.088299873
S01005729,Lanarkshire,South Lanarkshire,583,583,0,2,3,5,0,0,0.000110095,6.174957118,15.86206897,26.07204117,21.4801444,1.072626228,1.205229305,0.19936493,0.256234254,2.733454717,1.508897619,4.031806382,1.436005701,3.917305013
S01005730,Lanarkshire,South Lanarkshire,689,689,0,3,5,4,0,0,0.000130113,1.886792453,12.26415094,15.82002903,18.33333333,-0.503142849,0.60393037,-0.406669577,-0.052175417,-0.358057473,-1.380288763,0.768820692,-1.275275494,0.47219354
S01005731,Lanarkshire,South Lanarkshire,791,791,0,3,6,4,0,0,0.000149375,2.149178255,7.943925234,18.5840708,19.97405966,-0.406724109,-0.118083611,-0.243276804,0.108627331,-0.659457193,-1.118773512,-0.184038239,-1.375875621,0.13089277
S01005732,Lanarkshire,South Lanarkshire,833,833,0,2,4,4,0,0,0.000157306,4.681872749,8.641975309,20.52821128,22.56410256,0.523963487,-0.001422596,-0.128351441,0.362469796,0.756659245,0.061524491,1.465694027,-0.084574285,1.589219183
S01005733,Lanarkshire,South Lanarkshire,772,772,0,5,9,2,0,0,0.000145787,0.647668394,4.102564103,8.549222798,9.973753281,-0.958482959,-0.760067764,-0.836473933,-0.871473199,-3.426497855,-3.614441419,-3.243474067,-3.870155287,-2.805510272
S01005734,Lanarkshire,South Lanarkshire,674,674,0,4,8,3,0,0,0.00012728,0.890207715,7.142857143,7.863501484,9.741248097,-0.869357193,-0.251961422,-0.877009466,-0.894260346,-2.892588427,-3.478734198,-2.117599802,-3.478769828,-2.052508941
S01005735,Lanarkshire,South Lanarkshire,727,711,16,4,7,3,0,0,0.000137289,2.953586498,7.547169811,5.063291139,9.645390071,-0.111128736,-0.184391017,-1.042540298,-0.903655109,-2.241715159,-3.376604101,-1.076579485,-2.941890414,-1.47752127
S01005736,Lanarkshire,South Lanarkshire,766,691,75,5,9,2,0,0,0.000144654,0,6.179775281,10.99855282,8.779761905,-1.196481242,-0.412915644,-0.69168494,-0.988492772,-3.289574598,-4.062785984,-2.492396216,-3.742637596,-2.545267112
S01005737,Lanarkshire,South Lanarkshire,749,749,0,2,4,4,0,0,0.000141443,1.73564753,15.59633028,21.89586115,19.66292135,-0.558683975,1.160817957,-0.047504579,0.078133583,0.632762986,-0.834142648,2.261407994,-0.287248579,1.519043765
S01005738,Lanarkshire,South Lanarkshire,885,885,0,2,3,5,0,0,0.000167126,5.423728814,16.66666667,23.38983051,24.41717791,0.796572852,1.339696999,0.040809497,0.544084245,2.721163594,1.542891612,3.945045042,1.681217714,3.604480656
S01005739,Lanarkshire,South Lanarkshire,941,808,133,5,9,2,0,0,0.000177701,1.856435644,3.861003861,4.207920792,8.76747141,-0.514298045,-0.80043831,-1.093104415,-0.989697327,-3.397538097,-3.923521277,-2.788390348,-3.859105755,-2.776056422
S01005740,Lanarkshire,South Lanarkshire,753,753,0,5,9,2,0,1,0.000142199,0.26560425,4.583333333,4.780876494,10.24590164,-1.098879822,-0.679719623,-1.059234876,-0.844800741,-3.682635061,-4.107975275,-3.255700074,-4.07608075,-3.083335851
S01005741,Lanarkshire,South Lanarkshire,1045,1045,0,4,8,3,0,0,0.000197341,1.148325359,4.810996564,10.04784689,10.78140455,-0.774506871,-0.641671602,-0.747884698,-0.79231768,-2.956380851,-3.088716692,-2.789389376,-3.364382871,-2.391475927
S01005742,Lanarkshire,South Lanarkshire,964,928,36,4,8,3,0,0,0.000182045,2.047413793,4.705882353,8.728448276,10.4510451,-0.444119429,-0.659238724,-0.825879249,-0.824695236,-2.753932638,-3.123781341,-2.327466886,-3.245449807,-2.072281563
S01005743,Lanarkshire,South Lanarkshire,1191,1166,25,5,10,1,0,1,0.000224912,0.428816467,2.368421053,1.629502573,5.560382276,-1.038904335,-1.04988492,-1.245524291,-1.304014673,-4.638328218,-4.933260093,-4.306940015,-4.84661928,-4.247797138
S01005744,Lanarkshire,South Lanarkshire,931,898,33,2,4,4,0,0,0.000175813,3.452115813,7.755102041,19.15367483,30.39443155,0.072065507,-0.149640523,-0.209605395,1.129897243,0.842716831,-0.362680973,2.255665979,0.132536817,1.593078458
S01005745,Lanarkshire,South Lanarkshire,1132,1032,100,3,5,4,0,0,0.00021377,4.069767442,8.421052632,16.47286822,22.1878225,0.299033549,-0.038344108,-0.368077829,0.325591697,0.21820331,-0.540730994,0.919915874,-0.54305902,0.938922912
S01005746,Lanarkshire,South Lanarkshire,834,818,16,4,8,3,0,0,0.000157495,2.444987775,5.381165919,4.400977995,10.83437111,-0.298023177,-0.546382542,-1.081692087,-0.787126584,-2.71322439,-3.451780765,-1.921530994,-3.298659694,-2.056161645
S01005747,Lanarkshire,South Lanarkshire,804,804,0,3,6,4,0,0,0.00015183,4.228855721,4.867256637,11.19402985,15.71609632,0.357493615,-0.632269186,-0.680129567,-0.308683096,-1.263588234,-2.255836702,-0.114549592,-1.964610252,-0.452443916
S01005748,Lanarkshire,South Lanarkshire,663,663,0,1,2,6,1,0,0.000125203,4.223227753,16.66666667,38.91402715,35.37964459,0.355425509,1.339696999,0.958502408,1.618483268,4.272108184,3.047483292,5.423820248,2.95030791,5.378834308
S01005749,Lanarkshire,South Lanarkshire,748,748,0,5,9,2,0,0,0.000141255,1.336898396,5.504587156,7.219251337,8.458390177,-0.70521206,-0.525755875,-0.915093484,-1.019989467,-3.166050886,-3.658910478,-2.630319338,-3.682664371,-2.504278793
S01005750,Lanarkshire,South Lanarkshire,756,756,0,2,3,5,0,0,0.000142765,9.656084656,12.63157895,16.93121693,16.21233859,2.351833897,0.665336458,-0.340983134,-0.260047855,2.416139366,-0.066107238,5.394713439,1.254334514,3.453034331
S01005751,Lanarkshire,South Lanarkshire,737,737,0,4,7,3,0,0,0.000139177,2.035278155,5.429864253,12.89009498,13.89290883,-0.448578904,-0.538243875,-0.579868859,-0.487368324,-2.054059963,-2.184263362,-1.918957645,-2.656023065,-1.258726334
S01005752,Lanarkshire,South Lanarkshire,641,641,0,1,2,6,0,0,0.000121048,1.716068643,16.10738255,38.06552262,37.24832215,-0.565878616,1.246227125,0.908344154,1.801626843,3.390319507,1.015628659,5.364236902,2.278247875,4.33792049
S01005753,Lanarkshire,South Lanarkshire,668,668,0,2,3,5,0,0,0.000126147,5.239520958,14.64646465,16.46706587,24.6031746,0.728882112,1.002072486,-0.368420827,0.562313232,1.924847002,0.564342186,3.098721837,0.794807595,3.007467818
S01005754,Lanarkshire,South Lanarkshire,1032,1001,31,4,7,3,0,0,0.000194886,0.999000999,8.727272727,12.48751249,16.7544784,-0.829378996,0.012832661,-0.603667005,-0.206914331,-1.627127671,-2.493799148,-0.795797165,-2.222047711,-0.942854851
S01005755,Lanarkshire,South Lanarkshire,717,717,0,1,2,6,1,0,0.0001354,4.60251046,18.90243902,32.63598326,31.06646059,0.494800279,1.713348517,0.587383921,1.195760827,3.991293544,2.773400753,5.234241467,2.747315917,5.051958342
S01005756,Lanarkshire,South Lanarkshire,834,834,0,2,3,5,0,0,0.000157495,4.076738609,12.87128713,25.65947242,30.29150824,0.301595239,0.70539748,0.174976459,1.119810033,2.30177921,1.360251984,3.236414383,1.382687074,3.245079404
S01005757,Lanarkshire,South Lanarkshire,582,582,0,1,1,7,1,0,0.000109907,8.419243986,28.57142857,37.62886598,30.12048193,1.897332862,3.329270024,0.882531759,1.103048249,7.212182893,4.835780158,9.908153277,5.384642625,8.44136573
S01005758,Lanarkshire,South Lanarkshire,801,801,0,2,4,4,0,0,0.000151263,1.248439451,11.76470588,21.22347066,25.614489,-0.73771801,0.520461046,-0.087252078,0.661429173,0.356920131,-1.110802591,1.727518701,-0.427264558,1.197381368
S01005759,Lanarkshire,South Lanarkshire,766,766,0,1,2,6,1,0,0.000144654,4.960835509,15.19607843,37.98955614,37.58865248,0.626473751,1.093926213,0.903853493,1.834981615,4.459235073,3.410875357,5.645737735,3.317533526,5.359663204
S01005760,Lanarkshire,South Lanarkshire,610,610,0,4,7,3,0,0,0.000115194,2.950819672,7.608695652,6.557377049,10.56218058,-0.112145459,-0.174108564,-0.954219331,-0.813803175,-2.05427653,-3.06717912,-1.005918489,-2.820405533,-1.175071489
S01005761,Lanarkshire,South Lanarkshire,669,661,8,5,10,2,0,1,0.000126336,0.605143722,2.392344498,5.446293495,9.244992296,-0.974109473,-1.045886735,-1.019899606,-0.942896913,-3.982792727,-4.090067414,-3.881714639,-4.360875527,-3.447639054
S01005762,Lanarkshire,South Lanarkshire,650,650,0,1,2,6,1,0,0.000122748,5.538461538,12.59259259,34.76923077,38.41059603,0.838733612,0.658820896,0.713488102,1.915537878,4.126580488,3.002292496,5.474964215,2.922924825,5.187205954
S01005763,Lanarkshire,South Lanarkshire,2510,2510,0,5,9,2,0,0,0.000473996,1.593625498,3.908355795,6.653386454,8.954008954,-0.610872719,-0.792524659,-0.948543859,-0.971415332,-3.323356569,-3.677345045,-2.926984014,-3.569363394,-2.934544787
S01005764,Lanarkshire,South Lanarkshire,580,580,0,1,2,6,1,0,0.000109529,5.689655172,21.42857143,37.24137931,25.52783109,0.894292638,2.135526209,0.859625983,0.652936087,4.542380917,3.272598167,6.21416833,3.093187986,5.828236524
S01005765,Lanarkshire,South Lanarkshire,949,920,29,2,3,5,0,0,0.000179212,4.130434783,13.91304348,25,25.89928058,0.321326937,0.879500108,0.135992595,0.689340756,2.026160396,1.291981002,2.745518295,1.06511026,2.940912838
S01005766,Lanarkshire,South Lanarkshire,660,660,0,4,8,3,0,0,0.000124636,0.909090909,5.434782609,13.93939394,10.03184713,-0.862418198,-0.5374219,-0.517840901,-0.865779592,-2.783460591,-3.240500302,-2.321150838,-3.345679598,-2.084615371
S01005767,Lanarkshire,South Lanarkshire,692,692,0,4,8,3,0,0,0.000130679,1.156069364,7.111111111,6.791907514,7.184750733,-0.771661186,-0.25726695,-0.940355365,-1.144815112,-3.114098613,-3.906192196,-2.186843384,-3.695952544,-2.434238626
S01005768,Lanarkshire,South Lanarkshire,844,844,0,2,4,4,0,0,0.000159384,3.791469194,7.407407407,24.52606635,22.53694581,0.196767473,-0.207748688,0.107976617,0.359808243,0.456803645,-0.114564112,0.950653508,-0.266930421,1.337358085
S01005769,Lanarkshire,South Lanarkshire,761,761,0,2,3,5,0,0,0.00014371,3.679369251,13.51351351,30.8804205,26.97274032,0.15557418,0.812729007,0.483606087,0.794547378,2.246456653,1.519805044,2.900067492,1.200896323,3.181987127
S01005770,Lanarkshire,South Lanarkshire,588,558,30,3,5,4,0,0,0.00011104,0.358422939,10.07194245,30.28673835,20.80924855,-1.064771798,0.237559424,0.44851133,0.190481731,-0.188219313,-1.849124002,1.086551193,-1.099014021,0.777230507
S01005771,Lanarkshire,South Lanarkshire,722,722,0,4,8,3,0,0,0.000136345,3.047091413,4.712041885,4.293628809,9.695290859,-0.076768545,-0.658209317,-1.088037896,-0.89876448,-2.721780238,-3.587634335,-1.657365282,-3.340140262,-1.944354975
S01005772,Lanarkshire,South Lanarkshire,696,696,0,5,9,2,0,1,0.000131435,0.718390805,2.285714286,9.195402299,11.40350877,-0.932494641,-1.063707216,-0.798275863,-0.731347081,-3.525824801,-3.884364133,-3.195288644,-3.905913594,-2.951375549
